Id,Label,stop name,line,borough,complex id,constituent station name,station id,gtfs stop id,daytime routes,entrance latitude,entrance longitude,Degree,Weighted Degree,componentnumber,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,stat_inf_class,clustering,triangles,eigencentrality
345,103 St,103 St,Lexington Av,M,395,103 St,395,624,6,40.790295,-73.947857,2,2,15,39,0.057001,0.079004,11304.870935,0,0,44,28,0,0,0.025944
346,96 St,96 St,Lexington Av,M,396,96 St,396,625,6,40.785874,-73.951277,2,2,15,38,0.058797,0.080954,11514.867037,0,0,44,28,0,0,0.025625
347,86 St,86 St,Lexington Av,M,397,86 St,397,626,4 5 6,40.779504,-73.955917,2,2,15,37,0.060729,0.084118,11744.335905,0,0,44,28,0,0,0.026557
348,77 St,77 St,Lexington Av,M,398,77 St,398,627,6,40.77371,-73.960209,2,2,15,36,0.06324,0.089052,11995.806722,0,0,44,28,0,0,0.031274
349,68 St-Hunter College,68 St-Hunter College,Lexington Av,M,399,68 St-Hunter College,399,628,6,40.767816,-73.964375,2,2,15,35,0.065968,0.09632,12250.806722,0,0,44,28,0,0,0.048918
504,59 St-Columbus Circle,59 St-Columbus Circle,8th Av - Fulton St,M,614,59 St-Columbus Circle,161,A24,1 A C B D,40.766771,-73.983366,5,5,15,35,0.06937,0.104578,20832.940206,0.000002,0.000002,9,5,0,0,0.154162
353,33 St,33 St,Lexington Av,M,403,33 St,403,632,6,40.74587,-73.982638,2,2,15,33,0.07152,0.10622,6316.415152,0.00001,0.00001,9,5,0,0,0.059737
354,28 St,28 St,Lexington Av,M,404,28 St,404,633,6,40.743333,-73.98438,2,2,15,33,0.071784,0.104874,6329.081818,0.00004,0.000041,9,5,0,0,0.045536
355,23 St,23 St,Lexington Av,M,405,23 St,405,634,6,40.739497,-73.987106,2,2,15,34,0.072222,0.109297,6362.081818,0.00018,0.000174,9,5,0,0,0.07916
494,161 St-Yankee Stadium,161 St-Yankee Stadium,Concourse,Bx,604,161 St-Yankee Stadium,219,D11,4 B D,40.827471,-73.92625,2,2,15,45,0.047701,0.072703,4169,0,0,40,28,0,0,0.041849
357,Astor Pl,Astor Pl,Lexington Av,M,407,Astor Pl,407,636,6,40.730019,-73.991452,2,2,15,36,0.07287,0.115664,4417.137745,0.001356,0.001313,9,5,0,0,0.131481
358,Broadway-Lafayette St/Bleecker St,Broadway-Lafayette St/Bleecker St,Lexington Av,M,619,Bleecker St,408,637,6 B D F M,40.724915,-73.995288,6,6,15,35,0.075014,0.127024,30445.787041,0.005273,0.005445,11,5,0.066667,1,0.245153
359,Spring St,Spring St,Lexington Av,M,409,Spring St,409,638,6,40.722408,-73.997477,2,2,15,36,0.071311,0.113618,1215.415809,0.004525,0.004701,11,5,0,0,0.124337
510,Delancey St-Essex St,Delancey St-Essex St,6th Av - Culver,M,625,Delancey St-Essex St,233,F15,F M J Z,40.718383,-73.988442,4,4,15,36,0.071442,0.113707,11888.785659,0.002061,0.002043,11,5,0.166667,1,0.142442
361,Brooklyn Bridge-City Hall/Chambers St,Brooklyn Bridge-City Hall/Chambers St,Lexington Av,M,622,Brooklyn Bridge-City Hall,411,640,4 5 6 J Z,40.711896,-74.005192,2,2,15,38,0.06599,0.102978,757.839122,0.003832,0.004054,11,5,0,0,0.090934
514,Metropolitan Av/Lorimer St,Metropolitan Av/Lorimer St,Canarsie,B,629,Lorimer St,121,L10,G L,40.71421,-73.949313,4,4,123,35,0.066861,0.099094,8460.305649,0.000003,0.000003,13,5,0,0,0.067992
363,Wall St,Wall St,Lexington Av,M,413,Wall St,413,419,4 5,40.707287,-74.012239,2,2,15,40,0.059469,0.089356,9.444444,0.002277,0.002279,11,5,0,0,0.065339
364,Bowling Green,Bowling Green,Lexington Av,M,414,Bowling Green,414,420,4 5,40.704837,-74.014596,2,2,15,39,0.061915,0.09506,184.580439,0.008173,0.008201,11,5,0,0,0.105149
502,Lexington Av/51-53 Sts,Lexington Av/51-53 Sts,Lexington Av,M,612,51 St,401,630,6 E M,40.756723,-73.972565,4,4,15,33,0.07185,0.116956,20156.962277,0.000002,0.000002,9,5,0,0,0.146388
501,Times Sq-42 St/Port Authority Bus Terminal,Times Sq-42 St/Port Authority Bus Terminal,8th Av - Fulton St,M,611,42 St-Port Authority Bus Terminal,163,A27,1 2 3 7 A C E N Q R W S,40.755997,-73.991042,6,6,15,33,0.073446,0.116857,17442.571212,0.000013,0.000013,9,5,0,0,0.179445
367,Grant Av,Grant Av,Liberty Av,B,189,Grant Av,189,A57,A,40.676813,-73.865464,2,2,15,51,0.040452,0.059971,7400,0,0,10,5,0,0,0.026425
368,80 St,80 St,Liberty Av,Q,190,80 St,190,A59,A,40.679384,-73.860301,2,2,15,52,0.039031,0.058664,7049,0,0,10,5,0,0,0.030284
369,88 St,88 St,Liberty Av,Q,191,88 St,191,A60,A,40.680005,-73.850432,2,2,15,53,0.037699,0.058195,6696,0,0,10,5,0,0,0.043656
370,Rockaway Blvd,Rockaway Blvd,Liberty Av,Q,192,Rockaway Blvd,192,A61,A,40.680331,-73.845164,4,4,15,54,0.036449,0.059997,6383,0,0,45,5,0.166667,1,0.080105
371,104 St,104 St,Liberty Av,Q,193,104 St,193,A63,A,40.682151,-73.836841,2,2,15,55,0.035183,0.05392,776,0,0,45,5,0,0,0.041832
372,111 St,111 St,Liberty Av,Q,194,111 St,194,A64,A,40.684111,-73.832889,2,2,15,56,0.033996,0.04975,389,0,0,45,5,0,0,0.024145
373,Ozone Park-Lefferts Blvd,Ozone Park-Lefferts Blvd,Liberty Av,Q,195,Ozone Park-Lefferts Blvd,195,A65,A,40.68589,-73.827081,1,1,15,57,0.032881,0.045085,0,0,0,45,5,0,0,0.011878
380,President St-Medgar Evers College,President St-Medgar Evers College,Nostrand,B,353,President St-Medgar Evers College,353,241,2 5,40.668179,-73.950866,3,3,15,43,0.051628,0.074456,2304,0.000912,0.000985,15,27,0,0,0.147947
381,Sterling St,Sterling St,Nostrand,B,354,Sterling St,354,242,2 5,40.663316,-73.951047,4,4,15,44,0.049162,0.069477,1925,0.000574,0.000531,15,27,0,0,0.210427
382,Winthrop St,Winthrop St,Nostrand,B,355,Winthrop St,355,243,2 5,40.656171,-73.950346,4,4,15,45,0.046909,0.065339,1544,0.000309,0.000334,15,27,0,0,0.243685
383,Church Av,Church Av,Nostrand,B,356,Church Av,356,244,2 5,40.650907,-73.94982,4,4,15,46,0.044843,0.061674,1161,0.000193,0.000179,15,27,0,0,0.250199
384,Beverly Rd,Beverly Rd,Nostrand,B,357,Beverly Rd,357,245,2 5,40.645033,-73.949252,4,4,15,47,0.042942,0.058229,776,0.000102,0.00011,15,27,0,0,0.230164
385,Newkirk Av-Little Haiti,Newkirk Av-Little Haiti,Nostrand,B,358,Newkirk Av-Little Haiti,358,246,2 5,40.639894,-73.948676,4,4,15,48,0.041187,0.054691,389,0.000059,0.000055,15,27,0,0,0.180014
386,Flatbush Av-Brooklyn College,Flatbush Av-Brooklyn College,Nostrand,B,359,Flatbush Av-Brooklyn College,359,247,2 5,40.633281,-73.94793,2,2,15,49,0.039562,0.050136,0,0.000024,0.000026,15,27,0,0,0.099678
387,Pelham Bay Park,Pelham Bay Park,Pelham,Bx,360,Pelham Bay Park,360,601,6,40.852803,-73.827195,1,1,130,51,0.036074,0.046611,0,0,0,40,28,0,0,0.010836
388,Buhre Av,Buhre Av,Pelham,Bx,361,Buhre Av,361,602,6,40.846891,-73.832639,2,2,131,50,0.037421,0.050919,389,0,0,40,28,0,0,0.019191
389,Middletown Rd,Middletown Rd,Pelham,Bx,362,Middletown Rd,362,603,6,40.843609,-73.836478,2,2,132,49,0.038864,0.054211,776,0,0,40,28,0,0,0.023524
390,Westchester Sq-E Tremont Av,Westchester Sq-E Tremont Av,Pelham,Bx,363,Westchester Sq-E Tremont Av,363,604,6,40.840128,-73.842875,2,2,133,48,0.040415,0.057441,1161,0,0,40,28,0,0,0.025531
391,Zerega Av,Zerega Av,Pelham,Bx,364,Zerega Av,364,606,6,40.83664,-73.846713,2,2,134,47,0.042085,0.060998,1544,0,0,40,28,0,0,0.028403
392,Castle Hill Av,Castle Hill Av,Pelham,Bx,365,Castle Hill Av,365,607,6,40.834093,-73.851857,2,2,135,46,0.043889,0.065358,1925,0,0,40,28,0,0,0.037517
393,Parkchester,Parkchester,Pelham,Bx,366,Parkchester,366,608,6,40.833237,-73.860891,3,3,136,45,0.045845,0.071845,2874.5,0,0,40,28,0,0,0.063252
394,St Lawrence Av,St Lawrence Av,Pelham,Bx,367,St Lawrence Av,367,609,6,40.83148,-73.867429,2,2,137,46,0.04386,0.064656,200.5,0,0,40,28,0,0,0.037723
395,Morrison Av-Soundview,Morrison Av-Soundview,Pelham,Bx,368,Morrison Av-Soundview,368,610,6,40.829517,-73.87486,2,2,138,47,0.042039,0.059976,5,0,0,40,28,0,0,0.029635
396,Elder Av,Elder Av,Pelham,Bx,369,Elder Av,369,611,6,40.82846,-73.879362,2,2,139,46,0.043801,0.063125,191.5,0,0,40,28,0,0,0.031383
397,Whitlock Av,Whitlock Av,Pelham,Bx,370,Whitlock Av,370,612,6,40.827298,-73.886256,2,2,140,45,0.04578,0.068686,573.5,0,0,40,28,0,0,0.045684
398,Hunts Point Av,Hunts Point Av,Pelham,Bx,371,Hunts Point Av,371,613,6,40.820614,-73.891519,4,4,141,44,0.047947,0.077903,4929,0,0,40,28,0,0,0.08634
399,Longwood Av,Longwood Av,Pelham,Bx,372,Longwood Av,372,614,6,40.81633,-73.896489,2,2,142,45,0.045785,0.0689,398,0,0,40,28,0,0,0.045592
400,E 149 St,E 149 St,Pelham,Bx,373,E 149 St,373,615,6,40.81236,-73.904164,2,2,143,46,0.04381,0.063467,14,0,0,40,28,0,0,0.030849
401,E 143 St-St Mary's St,E 143 St-St Mary's St,Pelham,Bx,374,E 143 St-St Mary's St,374,616,6,40.80806,-73.908076,2,2,144,46,0.043756,0.062313,3,0,0,40,28,0,0,0.027212
402,Cypress Av,Cypress Av,Pelham,Bx,375,Cypress Av,375,617,6,40.8052,-73.913966,2,2,145,45,0.045667,0.065766,376,0,0,40,28,0,0,0.029168
403,Brook Av,Brook Av,Pelham,Bx,376,Brook Av,376,618,6,40.807467,-73.919448,2,2,146,44,0.047818,0.071329,760,0,0,40,28,0,0,0.039763
404,3 Av-138 St,3 Av-138 St,Pelham,Bx,377,3 Av-138 St,377,619,6,40.810712,-73.92705,3,3,147,43,0.05018,0.07985,6366,0,0,40,28,0,0,0.071172
408,Jamaica-179 St,Jamaica-179 St,Queens Blvd,Q,254,Jamaica-179 St,254,F01,F,40.712483,-73.785064,1,1,15,48,0.033746,0.042354,0,0,0,16,5,0,0,0.010834
409,169 St,169 St,Queens Blvd,Q,255,169 St,255,F02,F,40.710167,-73.794913,2,2,15,47,0.034921,0.046094,389,0,0,16,5,0,0,0.019175
410,Parsons Blvd,Parsons Blvd,Queens Blvd,Q,256,Parsons Blvd,256,F03,F,40.707063,-73.80462,2,2,15,46,0.036175,0.048663,776,0,0,16,5,0,0,0.023413
411,Sutphin Blvd,Sutphin Blvd,Queens Blvd,Q,257,Sutphin Blvd,257,F04,F,40.704917,-73.811958,2,2,15,45,0.037514,0.050935,1161,0,0,16,5,0,0,0.024873
412,Briarwood,Briarwood,Queens Blvd,Q,258,Briarwood,258,F05,E F,40.708952,-73.820177,2,2,15,44,0.038949,0.053145,1544,0,0,16,5,0,0,0.025237
413,Kew Gardens-Union Tpke,Kew Gardens-Union Tpke,Queens Blvd,Q,259,Kew Gardens-Union Tpke,259,F06,E F,40.714673,-73.832151,2,2,15,43,0.04049,0.055408,1925,0,0,16,5,0,0,0.025306
414,75 Av,75 Av,Queens Blvd,Q,260,75 Av,260,F07,E F,40.718623,-73.83829,2,2,15,42,0.042148,0.057805,2304,0,0,16,5,0,0,0.025317
415,Forest Hills-71 Av,Forest Hills-71 Av,Queens Blvd,Q,261,Forest Hills-71 Av,261,G08,E F M R,40.722281,-73.845153,2,2,15,41,0.043939,0.060413,2681,0,0,16,5,0,0,0.025323
416,67 Av,67 Av,Queens Blvd,Q,262,67 Av,262,G09,M R,40.726619,-73.853537,2,2,15,40,0.045877,0.063322,3056,0,0,16,5,0,0,0.025359
417,63 Dr-Rego Park,63 Dr-Rego Park,Queens Blvd,Q,263,63 Dr-Rego Park,263,G10,M R,40.729967,-73.862746,2,2,15,39,0.047982,0.066653,3429,0,0,16,5,0,0,0.025607
418,Woodhaven Blvd,Woodhaven Blvd,Queens Blvd,Q,264,Woodhaven Blvd,264,G11,M R,40.733374,-73.870998,2,2,15,38,0.050277,0.070593,3800,0,0,16,5,0,0,0.027003
419,Grand Av-Newtown,Grand Av-Newtown,Queens Blvd,Q,265,Grand Av-Newtown,265,G12,M R,40.737508,-73.877416,2,2,15,37,0.052788,0.075486,4169,0,0,16,5,0,0,0.033287
420,Elmhurst Av,Elmhurst Av,Queens Blvd,Q,266,Elmhurst Av,266,G13,M R,40.742794,-73.883034,2,2,15,36,0.055548,0.082105,4536,0,0,16,5,0,0,0.055682
507,Atlantic Av-Barclays Ctr,Atlantic Av-Barclays Ctr,4th Av,B,617,Atlantic Av-Barclays Ctr,27,R31,2 3 4 5 B D N Q R,40.683905,-73.978879,5,5,15,38,0.067603,0.113135,21204.075359,0.189633,0.175689,14,5,0,0,0.452169
422,65 St,65 St,Queens Blvd,Q,268,65 St,268,G15,M R,40.749155,-73.897499,2,2,15,36,0.055421,0.081546,258.5,0,0,16,5,0,0,0.055687
423,Northern Blvd,Northern Blvd,Queens Blvd,Q,269,Northern Blvd,269,G16,M R,40.753099,-73.907123,2,2,15,37,0.052575,0.074517,58,0,0,16,5,0,0,0.033328
424,46 St,46 St,Queens Blvd,Q,270,46 St,270,G18,M R,40.756634,-73.914411,2,2,15,36,0.055108,0.077005,218.5,0,0,16,5,0,0,0.027298
425,Steinway St,Steinway St,Queens Blvd,Q,271,Steinway St,271,G19,M R,40.756583,-73.921108,2,2,15,35,0.057898,0.080965,559.5,0,0,16,5,0,0,0.02734
426,36 St,36 St,Queens Blvd,Q,272,36 St,272,G20,M R,40.75187,-73.93049,2,2,15,34,0.060985,0.086622,910.5,0,0,16,5,0,0,0.033678
427,Queens Plaza,Queens Plaza,Queens Blvd,Q,273,Queens Plaza,273,G21,E M R,40.748679,-73.938476,2,2,15,33,0.064849,0.096319,1281.5,0,0,16,5,0,0,0.057871
503,Lexington Av/59 St,Lexington Av/59 St,Astoria,M,613,Lexington Av/59 St,7,R11,4 5 6 N R W,40.762091,-73.966358,4,4,15,34,0.068941,0.108573,14823.640055,0.000001,0.000001,44,5,0,0,0.103305
430,5 Av/53 St,5 Av/53 St,Queens Blvd,M,276,5 Av/53 St,276,F12,E M,40.760639,-73.976486,2,2,15,34,0.070232,0.106447,3624.913792,0.000001,0.000001,9,5,0,0,0.077524
431,7 Av,7 Av,Queens Blvd,M,277,7 Av,277,D14,E B D,40.763207,-73.982668,2,2,15,35,0.069544,0.102006,4186.33854,0.000001,0.000001,9,5,0,0,0.078642
432,Aqueduct Racetrack,Aqueduct Racetrack,Rockaway,Q,196,Aqueduct Racetrack,196,H01,A,40.672299,-73.83559,2,2,15,55,0.035211,0.054198,0,0,0,45,5,1,1,0.055217
433,Aqueduct-N Conduit Av,Aqueduct-N Conduit Av,Rockaway,Q,197,Aqueduct-N Conduit Av,197,H02,A,40.669362,-73.834842,3,3,15,55,0.035249,0.056965,4536,0,0,45,5,0.333333,1,0.068147
434,Howard Beach-JFK Airport,Howard Beach-JFK Airport,Rockaway,Q,198,Howard Beach-JFK Airport,198,H03,A,40.660484,-73.830536,2,2,15,56,0.034118,0.054265,4169,0,0,45,5,0,0,0.045206
435,Broad Channel,Broad Channel,Rockaway,Q,199,Broad Channel,199,H04,A S,40.608063,-73.815982,3,3,15,57,0.033051,0.054019,3824,0,0,45,5,0,0,0.047246
436,Beach 90 St,Beach 90 St,Rockaway,Q,200,Beach 90 St,200,H12,A S,40.588015,-73.814118,2,2,15,58,0.032012,0.049709,1161,0,0,45,5,0,0,0.032641
437,Beach 98 St,Beach 98 St,Rockaway,Q,201,Beach 98 St,201,H13,A S,40.585281,-73.820464,2,2,15,59,0.031031,0.046669,776,0,0,45,5,0,0,0.0256
438,Beach 105 St,Beach 105 St,Rockaway,Q,202,Beach 105 St,202,H14,A S,40.583187,-73.827388,2,2,15,60,0.030104,0.043756,389,0,0,45,5,0,0,0.01966
439,Rockaway Park-Beach 116 St,Rockaway Park-Beach 116 St,Rockaway,Q,203,Rockaway Park-Beach 116 St,203,H15,A S,40.580547,-73.837414,1,1,15,61,0.029227,0.039864,0,0,0,45,5,0,0,0.010918
440,Beach 67 St,Beach 67 St,Rockaway,Q,204,Beach 67 St,204,H06,A,40.590744,-73.797789,2,2,15,58,0.032022,0.050069,1925,0,0,45,5,0,0,0.033062
441,Beach 60 St,Beach 60 St,Rockaway,Q,205,Beach 60 St,205,H07,A,40.59249,-73.789406,2,2,15,59,0.031051,0.047478,1544,0,0,45,5,0,0,0.027422
442,Beach 44 St,Beach 44 St,Rockaway,Q,206,Beach 44 St,206,H08,A,40.593091,-73.775987,2,2,15,60,0.030132,0.045287,1161,0,0,45,5,0,0,0.025358
443,Beach 36 St,Beach 36 St,Rockaway,Q,207,Beach 36 St,207,H09,A,40.595521,-73.768271,2,2,15,61,0.029262,0.043169,776,0,0,45,5,0,0,0.023499
444,Beach 25 St,Beach 25 St,Rockaway,Q,208,Beach 25 St,208,H10,A,40.599728,-73.761969,2,2,15,62,0.028436,0.040808,389,0,0,45,5,0,0,0.019188
445,Far Rockaway-Mott Av,Far Rockaway-Mott Av,Rockaway,Q,209,Far Rockaway-Mott Av,209,H11,A,40.604657,-73.754178,1,1,15,63,0.027652,0.037297,0,0,0,45,5,0,0,0.010835
446,8 Av,8 Av,Sea Beach,B,71,8 Av,71,N02,N,40.634552,-74.010726,2,2,151,47,0.04578,0.069408,511.046512,0.000256,0.000277,8,5,0,0,0.036969
447,Fort Hamilton Pkwy,Fort Hamilton Pkwy,Sea Beach,B,72,Fort Hamilton Pkwy,72,N03,N,40.632179,-74.006658,2,2,152,48,0.044033,0.06802,172.062016,0.000077,0.000073,8,5,0,0,0.042606
449,18 Av,18 Av,Sea Beach,B,74,18 Av,74,N05,N,40.621306,-73.991469,2,2,153,49,0.042401,0.065486,2283.069767,0.000018,0.000019,8,5,0,0,0.040586
450,20 Av,20 Av,Sea Beach,B,75,20 Av,75,N06,N,40.617341,-73.98484,2,2,154,50,0.040816,0.061665,1926.069767,0.000004,0.000004,8,5,0,0,0.029665
451,Bay Pkwy,Bay Pkwy,Sea Beach,B,76,Bay Pkwy,76,N07,N,40.612989,-73.982084,2,2,155,51,0.039354,0.058976,1571.069767,0.000001,0.000001,8,5,0,0,0.026367
452,Kings Hwy,Kings Hwy,Sea Beach,B,77,Kings Hwy,77,N08,N,40.605107,-73.980578,2,2,156,52,0.038001,0.056998,1218.069767,0,0,8,5,0,0,0.025958
453,Avenue U,Avenue U,Sea Beach,B,78,Avenue U,78,N09,N,40.598512,-73.979335,2,2,157,53,0.036744,0.055619,867.069767,0,0,8,5,0,0,0.027415
454,86 St,86 St,Sea Beach,B,79,86 St,79,N10,N,40.592752,-73.978238,2,2,158,54,0.035574,0.054948,518.069767,0,0,8,5,0,0,0.032402
455,Coney Island-Stillwell Av,Coney Island-Stillwell Av,Sea Beach / West End / Culver / Brighton,B,58,Coney Island-Stillwell Av,58,D43,D F N Q,40.576456,-73.981244,3,3,159,55,0.034483,0.055774,248.575523,0,0,8,5,0,0,0.043948
456,96 St,96 St,Second Av,M,475,96 St,475,Q05,Q,40.78306,-73.947757,1,1,160,38,0.054047,0.067915,0,0,0,44,5,0,0,0.010923
457,86 St,86 St,Second Av,M,476,86 St,476,Q04,Q,40.776063,-73.952852,2,2,161,37,0.057126,0.075103,389,0,0,44,5,0,0,0.019703
458,72 St,72 St,Second Av,M,477,72 St,477,Q03,Q,40.766962,-73.959589,2,2,162,36,0.060559,0.082085,776,0,0,44,5,0,0,0.025913
480,9 Av,9 Av,West End,B,59,9 Av,59,B12,D,40.646402,-73.994475,2,2,184,44,0.052007,0.077089,6362.494245,0.021478,0.019842,8,5,0,0,0.06651
481,Fort Hamilton Pkwy,Fort Hamilton Pkwy,West End,B,60,Fort Hamilton Pkwy,60,B13,D,40.640185,-73.994423,2,2,185,45,0.049732,0.073057,6019.494245,0.004545,0.004921,8,5,0,0,0.034992
482,50 St,50 St,West End,B,61,50 St,61,B14,D,40.636282,-73.994899,2,2,186,46,0.047683,0.070621,5682.494245,0.001129,0.001042,8,5,0,0,0.031261
483,55 St,55 St,West End,B,62,55 St,62,B15,D,40.631529,-73.995626,2,2,187,47,0.045828,0.069863,5351.494245,0.000244,0.000263,8,5,0,0,0.040833
506,Jackson Hts-Roosevelt Av/74 St-Broadway,Jackson Hts-Roosevelt Av/74 St-Broadway,Flushing,Q,616,74 St-Broadway,454,710,7 E F M R,40.747116,-73.891415,5,5,15,35,0.058594,0.093285,8043,0,0,16,5,0,0,0.120519
485,71 St,71 St,West End,B,64,71 St,64,B17,D,40.619153,-73.99925,2,2,188,49,0.042359,0.06528,2207.501997,0.000018,0.000019,8,5,0,0,0.040585
486,79 St,79 St,West End,B,65,79 St,65,B18,D,40.612874,-74.000887,2,2,189,50,0.040774,0.061398,1848.517501,0.000004,0.000004,8,5,0,0,0.029654
487,18 Av,18 Av,West End,B,66,18 Av,66,B19,D,40.607723,-74.001894,2,2,190,51,0.039311,0.058624,1491.533004,0.000001,0.000001,8,5,0,0,0.026295
488,20 Av,20 Av,West End,B,67,20 Av,67,B20,D,40.604631,-73.998498,2,2,191,52,0.037956,0.056517,1136.548508,0,0,8,5,0,0,0.025573
489,Bay Pkwy,Bay Pkwy,West End,B,68,Bay Pkwy,68,B21,D,40.601993,-73.99413,2,2,192,53,0.036699,0.054925,783.586563,0,0,8,5,0,0,0.025812
490,25 Av,25 Av,West End,B,69,25 Av,69,B22,D,40.597952,-73.987442,2,2,193,54,0.035529,0.053826,432.727977,0,0,8,5,0,0,0.027394
491,Bay 50 St,Bay 50 St,West End,B,70,Bay 50 St,70,B23,D,40.588305,-73.983791,2,2,194,55,0.034437,0.05337,84.172422,0,0,8,5,0,0,0.032399
521,"14 St-Union Sq ",,,M,602,,117,"R20 ","4 5 6 L N Q R W ",40.734755,-73.990991,6,6,15,35,0.073682,0.123958,9704.047568,0.00076,0.000784,9,5,0,0,0.211838
